Instances,Source,feature_SmallerBetterPairs,feature_FirstWeight,feature_ReducedMaxCardinality,feature_ReducedPolyfitLinear,feature_f,feature_t2,feature_t3,feature_minWeight,feature_t1,algo_Combo
knapPI_12_2000_1000_20,data set A,0.291610805402701,0.0860335195530726,0.416,0.992835305158753,0.29514757378689344,2.910648762446967,-4.891857285537393,0.9979200869830983,5.448335837116689,-2.8374914804815106
knapPI_12_10000_1000_75,data set A,0.450867306730673,0.026241134751773,0.855575868372943,0.999856325936357,0.48934893489348935,7.7384375362345486,-1.9024684005443218,0.9996864097946759,10.642977382581973,-0.003353665503973608
knapPI_13_5000_1000_99,data set A,0.373222644528906,0.0530487804878049,0.9918,0.995516461395101,0.9839967993598719,5.656787991387889,-5.022653949321406,0.9995848726412817,9.530658521233256,-4.066346575375774
knapPI_4_200_10000000_2,data set A,0.0,0.093993641246454,0.08,1.0,0.07035175879396985,-4.28142939398222,-5.035359696556555,0.9248960861273072,4.9642556334316605,-0.3907177782574311
knapPI_15_10000_1000_89,data set A,0.616366496649665,0.001,0.9385,0.999991980543887,0.7303730373037304,0.05681604929215347,-4.883673530898621,0.9997882878868553,11.210919588166325,2.6558727376591813
knapPI_15_1000_1000_93,data set A,0.607751751751752,0.003003003003003,0.961,0.999992286849123,0.7737737737737738,-3.2335883808333805,-4.51198702427407,0.9978950382405114,4.548891082573757,-3.6475130992472033
knapPI_11_10000_1000_77,data set A,0.125092409240924,0.0541666666666667,0.600573682323413,0.951985196219491,0.8921892189218922,7.732238993694901,-0.17035439684788484,0.9997741773038888,8.650451992044914,-1.0005565088175024
knapPI_14_5000_1000_68,data set A,0.953415803160632,0.001,0.8192,0.984497592900465,0.4372874574914983,-1.1112659148309076,-3.3624172686081137,0.9995161774486895,8.971620806663935,-4.114786660977677
knapPI_4_100_1000000_35,data set A,0.0,0.0985084286533077,0.493333333333333,1.0,0.5353535353535354,-4.847503585582022,-3.850429098383059,0.9676538430762095,6.693046800570695,-2.093976537753905
knapPI_4_200_1000000_24,data set A,0.0,0.0943470261185911,0.403508771929825,1.0,0.44221105527638194,-4.404771775686836,-6.345004476078713,0.9826934762735667,8.363267388546321,-3.1494453907029154
knapPI_4_500_1000000_11,data set A,0.0,0.0938786031658126,0.256,1.0,0.25250501002004005,-3.728552182343711,-5.43419237456489,0.9882013867593011,10.033574112926258,-4.001752535344735
knapPI_16_5000_1000_74,data set A,0.998995799159832,0.001,0.8548,0.930247024675003,0.485497099419884,-1.16366634169177,-4.663122573557514,0.9995346760789496,9.065323991790642,-2.7583241306720936
knapPI_13_5000_1000_36,data set A,0.404461132226445,0.0469879518072289,0.440068007934259,0.998652294746994,0.3520704140828166,5.653821960240301,-4.8982169174045165,0.9994177060613472,7.26233895517513,-3.54714159442624
knapPI_15_1000_1000_69,data set A,0.591083083083083,0.003,0.827,0.99999189331149,0.5675675675675675,-3.2509738495995775,-4.102823511835235,0.9975707748210083,4.338031899544195,-4.152035187675601
knapPI_11_10000_1000_51,data set A,0.348658165816582,0.0628571428571429,0.471289274106175,0.988154265558131,0.45574557455745573,7.7490961842547375,1.2928490568193023,0.9997390565416227,8.78496088537127,-1.590588668887391
knapPI_15_2000_1000_92,data set A,0.608056528264132,0.001,0.954,0.999992042298143,0.7693846923461731,-2.5264506542207235,-4.776048612334696,0.9989727941509691,6.598439933465888,-2.073093947553448
knapPI_15_10000_1000_81,data set A,0.615539853985399,0.001,0.8955,0.999991956363571,0.6568656865686568,-0.05411697353216388,-4.471004782629734,0.9997775061734554,11.132740891543278,2.831547000542556
knapPI_11_5000_1000_60,data set A,0.441205841168234,0.0331325301204819,0.753246753246753,0.914560920187924,0.4384876975395079,5.669928910310492,-2.360249575796235,0.9993965388477435,8.657552740027496,-2.7121280910096313
knapPI_11_5000_1000_95,data set A,0.329635127025405,0.0731481481481481,0.955625,0.994887139981991,0.9607921584316863,5.650394827758312,-4.212982596295032,0.9996121063728713,9.183377738489547,-3.2924292509707622
knapPI_11_10000_1000_75,data set A,0.450867306730673,0.026241134751773,0.813495966948652,1.0,0.48934893489348935,7.729759366785239,-1.8657949753822756,0.9996864097946759,10.645507014684858,-1.1129144838649
knapPI_15_5000_1000_64,data set A,0.614074014802961,0.001,0.794,0.999991985569091,0.5303060612122424,-1.14228841416126,-6.5742210380810375,0.9995036954400536,8.90814503241535,-3.7095931860030924
knapPI_16_10000_1000_27,data set A,0.99901198119812,0.001,0.5163,0.928062548804327,0.14371437143714372,-0.014966211557479951,-6.527447725639414,0.9996141689715584,9.843950784698393,-3.2739057417212076
knapPI_16_5000_1000_53,data set A,0.998995799159832,0.001,0.7202,0.9281435239891,0.3152630526105221,-1.0283821185696473,-6.116527381644995,0.999456660604512,8.838605173638951,-2.8367172349715966
knapPI_6_100_10000000_12,data set A,0.0,0.00184316897333897,0.34,1.0,0.32323232323232326,-4.302437932498876,-6.43485409817433,0.9472957712860803,7.248080711390115,0.3416838302011427
knapPI_4_200_1000000_12,data set A,0.0,0.0933146742325486,0.275,1.0,0.2663316582914573,-4.374581350022989,-5.2451461813504014,0.9712605708676982,7.267861795248171,-2.332104122278286
knapPI_15_5000_1000_71,data set A,0.616192358471694,0.001,0.841,0.999991972421108,0.5731146229245849,-1.1576727076912179,-6.53859774351991,0.9995187207794759,8.993743895746745,-1.0052245484211393
knapPI_3_200_1000000_68,data set A,1.0,0.000266442747105463,0.825,1.0,0.41708542713567837,-4.414048393565534,-6.406232426583224,0.9880741692163598,9.516887494902427,-2.868951673945695
knapPI_3_50_10000000_16,data set A,1.0,0.00905021841628721,0.38,1.0,0.08163265306122448,-4.348470409692589,2.0911233583990616,0.8909784301290676,3.83673108174625,-2.410347153525322
knapPI_14_10000_1000_73,data set A,0.952035143514351,0.001,0.839457380901517,0.988805569733643,0.48504850485048506,-0.04796894138597722,-5.398840910674504,0.9997666554520871,11.036653941384495,-4.817053626931198
knapPI_12_10000_1000_76,data set A,0.440513171317132,0.0309090909090909,0.9066,0.998739389104059,0.49474947494749477,7.730022992531314,0.8034823484209784,0.9996907216957608,9.35623494357995,-0.15828255665709903
knapPI_4_50_10000000_31,data set A,0.0,0.0963780529892364,0.513513513513513,1.0,0.5306122448979592,-4.115554090338436,2.949994994054029,0.9353344476227972,6.273084991428768,2.107909399852198
knapPI_14_5000_1000_75,data set A,0.952949149829966,0.001,0.8622,0.983535489342791,0.4986997399479896,-0.9440789183454692,-4.728769524739414,0.9995375061989262,9.062154361250402,-3.6404166415572417
knapPI_6_50_1000000_26,data set A,0.0,0.00485353530788767,0.52,1.0,0.4897959183673469,-5.5871491535923665,-0.43478672001357094,0.9218470259517683,2.6900260902047304,-1.606684374979288
knapPI_6_100_1000000_38,data set A,0.0,0.00903892641165463,0.61,1.0,0.5959595959595959,-4.7378540649228515,-5.093407767813286,0.9698175070284357,6.503869035525578,-2.3922581014045536
knapPI_4_100_1000000_68,data set A,0.0,0.0919151620047817,0.744186046511628,1.0,0.7878787878787878,-3.513690566854007,-5.4535833888835334,0.9786967546586633,7.623816070176429,-2.1665149761660984
knapPI_12_1000_1000_89,data set A,0.0,0.0021505376344086,0.965,0.999948979461267,0.963963963963964,0.8638923469678508,-4.627361038785061,0.9966031769559525,3.0475270461081605,-3.6445876359911327
knapPI_3_50_1000000_71,data set A,1.0,0.0172611339806217,0.84,1.0,0.42857142857142855,-5.59717606505095,0.663614926505396,0.9577850423118409,4.834326869893241,-2.051573167561788
knapPI_12_2000_1000_8,data set A,0.191501250625313,0.0754491017964072,0.2525,0.991795259743174,0.20210105052526264,2.924797271029056,-5.000375572999882,0.9969427887929286,3.762153015484719,-5.028534768115129
knapPI_11_5000_1000_22,data set A,0.477942868573715,0.0153846153846154,0.51769436997319,0.94730935491248,0.24124824964993,5.660238291363935,-2.773384534019357,0.9992328817808626,3.667272749245323,-3.439311373686138
knapPI_11_5000_1000_64,data set A,0.377167913582717,0.0546052631578947,0.671187683284457,0.928765777318964,0.4918983796759352,5.6555623745999934,-0.8068694352595254,0.9995042524554313,9.021667636597684,-2.634072586857048
knapPI_4_50_1000000_26,data set A,0.0,0.0956707116189635,0.48,1.0,0.4489795918367347,-5.655266863085908,1.0046083239768147,0.9333905895679963,3.04938616993479,-0.04764778107696895
knapPI_13_5000_1000_72,data set A,0.456909701940388,0.0235897435897436,0.8976,0.994105445445735,0.47049409881976395,5.67070379671075,-1.179674467108885,0.9993412199499189,9.05738394756689,-2.9332834095269975
knapPI_6_100_1000000_19,data set A,0.0,0.00532714480925141,0.42,1.0,0.40404040404040403,-5.100855393125652,-5.051268116588696,0.9540902293083324,5.324419229938826,-2.923543537229069
knapPI_15_2000_1000_97,data set A,0.610274137068534,0.001,0.9805,0.999992126575725,0.8424212106053026,-2.2831755028469716,-4.959808455826256,0.998980679720207,6.609268073908229,-2.8674608324159356
knapPI_13_10000_1000_53,data set A,0.466863726372637,0.0210144927536232,0.8172,0.989142670308243,0.38993899389938996,7.73858426397746,-3.027700052262229,0.9996033532998406,9.944120601012418,-0.5263851955442009
knapPI_6_100_1000000_76,data set A,0.0,0.0113280805767096,0.88,1.0,0.8686868686868687,-4.20014079917387,-6.465482428662511,0.9761452085426962,7.478789934937776,-2.8827688984528304
knapPI_14_10000_1000_41,data set A,0.952154655465547,0.001,0.6344,0.983450586140841,0.23852385238523852,0.06235750179452646,-6.309577379718627,0.9996865991559201,10.394008946155791,-3.0346825270016438
knapPI_6_50_1000000_44,data set A,0.0,0.002675401183693,0.64,1.0,0.6122448979591837,-4.9786833891399205,-0.06938592287541759,0.9467655800438037,4.1228357176178045,-3.620410203758092
knapPI_15_5000_1000_24,data set A,0.611583196639328,0.001,0.4932,0.999992052887945,0.28205641128225645,-0.9033962279745277,-5.405746365916502,0.999165379038605,7.671647363706459,-3.7313062758974542
knapPI_16_10000_1000_49,data set A,0.998995739573957,0.001,0.6972,0.928689201526083,0.28192819281928194,-0.15882740676621537,-5.091697773705508,0.9997109016075685,10.604871736337659,-3.335496400339397
knapPI_12_5000_1000_75,data set A,0.451444128825765,0.026241134751773,0.9048,0.997156955498484,0.49229845969193836,5.680216149749826,-3.1260107739420135,0.9993437361700378,8.621128253132525,-2.5519467117889105
knapPI_6_50_1000000_38,data set A,0.0,0.00915701369890877,0.6,1.0,0.5714285714285714,-4.199524001639383,1.3726350649196872,0.9447706393107498,3.7901519622089785,-2.5209885731762975
knapPI_6_50_10000000_39,data set A,0.0,0.0322919660870957,0.64,1.0,0.6122448979591837,-3.9144192893597536,4.910822584923844,0.9406267003396582,6.603901336042936,-0.7711728846719279
knapPI_11_2000_1000_72,data set A,0.334511755877939,0.0707692307692308,0.744698897370653,0.986670178334508,0.7668834417208604,2.91588999436353,-0.6695961978325619,0.9989442549746997,5.568784879798624,-4.388426032468855
knapPI_16_5000_1000_82,data set A,0.998986437287458,0.001,0.9014,0.928021822282665,0.5655131026205241,-0.9752308005449705,-6.3173294998326295,0.9995578213082541,9.137488341861326,-3.4226012251199696
knapPI_3_200_1000000_39,data set A,1.0,0.00376464138364327,0.645,1.0,0.19095477386934673,-3.9027116964379847,-5.217208800422952,0.9849191007283571,8.692642822750479,-2.7727206184100783
knapPI_14_10000_1000_7,data set A,0.950900650065006,0.001,0.510473235065943,0.936948170663247,0.0354035403540354,-0.07924437449300549,-4.851964963484734,0.9992492730028792,7.967441118323244,-4.100295877422696
knapPI_13_5000_1000_44,data set A,0.40974098819764,0.0432098765432099,0.707,0.981183169268185,0.38787757551510305,5.674998658396077,-3.856895225874561,0.9994389374557665,7.483716972208717,-2.3328044532977597
knapPI_15_5000_1000_79,data set A,0.611373554710942,0.001,0.8842,0.999991997791789,0.6375275055011003,-1.0632293694981638,-6.119760038614756,0.9995479438556427,9.112047504356049,0.8059920331096541
knapPI_12_1000_1000_44,data set A,0.127197197197197,0.0558620689655172,0.677,0.999212797361294,0.6646646646646647,0.8403049909476741,-5.313069520152898,0.9973287148476487,3.7810715006897704,-3.826910589295674
knapPI_12_10000_1000_44,data set A,0.129380398039804,0.0558620689655172,0.791412570006223,0.999802657008949,0.6577657765776578,7.731797030031294,-2.58164311498435,0.9997300601394862,10.479535537634558,1.5733374256746826
knapPI_12_5000_1000_69,data set A,0.476932826565313,0.017037037037037,0.8934,0.983144429280927,0.4330866173234647,5.6595933903208895,-3.757627344434419,0.9993091922308603,8.146611529392953,-2.6655363617730945
knapPI_4_200_1000000_71,data set A,0.0,0.0939708852621437,0.819587628865979,1.0,0.8140703517587939,-3.9376999127509955,-5.42458210814584,0.9895671817111669,9.841665074121142,-2.903136265178357
knapPI_15_1000_1000_84,data set A,0.611807807807808,0.001001001001001,0.913,0.999991903760876,0.6696696696696697,-2.9086286285840983,-4.9623566578092895,0.9978072053860517,4.490765147444972,-3.14967087878851
knapPI_3_50_1000000_53,data set A,1.0,0.00867816011390648,0.74,1.0,0.2653061224489796,-4.147173948201429,0.5352397252429806,0.9542239200245882,4.286686804581539,-2.1732903822976164
knapPI_11_5000_1000_17,data set A,0.344402400480096,0.0636363636363636,0.628005198180637,0.988926502221571,0.2494498899779956,5.656512686971068,-2.564168062079683,0.9991607192363454,4.020778482917712,-2.720718140006966
knapPI_4_200_1000000_42,data set A,0.0,0.097475701518435,0.66,1.0,0.6130653266331658,-3.7052441075559392,-5.2621904414996274,0.9860358675963671,9.140336570861795,-2.840991422556326
knapPI_4_200_1000000_57,data set A,0.0,0.0914076648812037,0.727748691099476,1.0,0.7286432160804021,-3.9011239074137545,-5.236660065301464,0.9876433274339714,9.569395400971043,-1.5039307967681779
knapPI_15_10000_1000_66,data set A,0.614831943194319,0.001,0.8087,0.999992056902423,0.5410541054105411,-0.01995742519919702,-6.363092657311584,0.9997521726804673,10.945190884845108,-2.0190831639376516
knapPI_6_100_1000000_82,data set A,0.0,0.00182006577465423,0.91,1.0,0.898989898989899,-3.985389195784657,-5.3297872278716225,0.9796394358344869,7.523390497731929,-1.9705464258613226
knapPI_15_5000_1000_90,data set A,0.614383916783357,0.001,0.9434,0.999992052066443,0.7531506301260252,-0.8915690375157391,-5.23058943320952,0.9995818717689839,9.224335381773889,0.5166779732538057
knapPI_12_5000_1000_56,data set A,0.0424400880176035,0.0245454545454545,0.8252,0.999654099373076,0.8249649929985997,5.6634540645341875,-3.5240139119291167,0.9993102383777578,7.765904334581482,-0.5766037500476588
knapPI_4_200_1000000_77,data set A,0.0,0.0985392389935843,0.77027027027027,1.0,0.8592964824120602,-4.138902513226899,-6.476800120332318,0.989931020292341,9.870962887468657,-2.766469496429448
knapPI_12_10000_1000_60,data set A,0.44090401040104,0.0331325301204819,0.8291,0.999576320810682,0.44144414441444146,7.736546452374046,-1.478244225485113,0.9997172328527295,10.715479744667391,0.2897666972338411
knapPI_16_10000_1000_90,data set A,0.999000480048005,0.001,0.9438,0.928101972187686,0.6724672467246725,0.16811317473424203,-6.115007215240652,0.9997890461781045,11.224050400601499,-3.1103407300181822
knapPI_6_100_1000000_60,data set A,0.0,0.0126979323144389,0.8,1.0,0.7878787878787878,-5.4157218658862565,-5.131855864555713,0.9728955709279726,7.120097361706819,-2.9737286087764407
knapPI_12_2000_1000_50,data set A,0.0352156078039019,0.021875,0.7985,0.995546971190406,0.7978989494747374,2.9021338765197644,-1.8040568287320888,0.9980775545538673,3.3089058465651626,-3.606578052556642
knapPI_11_10000_1000_55,data set A,0.499912211221122,0.00180722891566265,0.747430249632893,0.999174512407419,0.36023602360236023,7.737283444462301,0.5917907964311758,0.9994961449038886,9.807163690022042,0.3844074353938699
knapPI_6_50_10000000_12,data set A,0.0,0.00184316897333897,0.38,1.0,0.32653061224489793,-4.191476658842461,-6.538412017935686,0.9052009604624862,2.644649864083218,-3.3299832375665703
knapPI_13_5000_1000_51,data set A,0.31086825365073,0.08,0.699,0.998490618868214,0.47249449889977996,5.6641622969912655,-2.306490384172064,0.9994465993675627,4.655494902179349,-3.6538846664162317
knapPI_15_10000_1000_29,data set A,0.599775897589759,0.001,0.5369,0.999992044990247,0.31483148314831483,-0.0638910895713258,-5.2464987577905005,0.9996244421097915,9.947773628328163,-2.65128156967967
knapPI_14_10000_1000_36,data set A,0.953543854385439,0.001,0.5978,0.983657894134521,0.20222022202220222,-0.2064240717811426,-6.519275610667807,0.9996646824220767,10.211792030731438,-2.817695617936108
knapPI_15_5000_1000_56,data set A,0.613236167233447,0.001,0.7456,0.999992012728935,0.47249449889977996,-0.9870133900258213,-4.5919303984081115,0.9994646281483885,8.760706872600363,-3.496800153073032
knapPI_15_500_1000_78,data set A,0.59223246492986,0.00502008032128514,0.882,0.999992103816166,0.6312625250501002,-3.4453497627995917,-4.911912005763789,0.9954439494267766,2.4424949083340692,-3.9859215796813605
knapPI_13_5000_1000_94,data set A,0.343922864572915,0.0634146341463415,0.9686,0.997022506098797,0.9501900380076015,5.6926599001772455,-4.877845685388947,0.9995501203774941,7.744425631656473,-3.036424683218413
knapPI_4_100_100000_34,data set A,0.0,0.109009600014783,0.507692307692308,1.0,0.5353535353535354,-3.883309650892587,-4.89819119473471,0.9696930694568525,3.3541128276959333,-3.9844132290852476
knapPI_13_2000_1000_31,data set A,0.423125562781391,0.0386138613861386,0.597,0.985449784097981,0.32416208104052024,2.909671243062741,-4.14072928465434,0.9984075846456774,4.446236634514022,-4.062242129210229
knapPI_11_10000_1000_69,data set A,0.0246404640464046,0.017037037037037,0.903904409289801,0.999607489067184,0.8922892289228923,7.730988860275952,-0.8728531756095413,0.9996449682112862,10.148305112156017,0.022739483158923685
knapPI_12_10000_1000_26,data set A,0.441733373337334,0.0333333333333333,0.5642,0.997799968936261,0.28002800280028,7.734873500436134,-3.3604929899357328,0.9996950264637307,4.88275989333691,-4.250253405004871
knapPI_11_10000_1000_28,data set A,0.474915331533153,0.017258883248731,0.361697887604623,1.0,0.27462746274627464,7.730481200407906,-2.372455129552118,0.9996318433451019,9.481297837924116,-1.866802283755146
knapPI_6_100_10000000_16,data set A,0.0,0.00892063976601759,0.37,1.0,0.35353535353535354,-3.7365970931605945,-5.366284239498321,0.9476577732128214,8.134640383210394,0.08879644837777459
knapPI_16_5000_1000_55,data set A,0.998985797159432,0.001,0.7384,0.930323060712795,0.32386477295459093,-0.9302354437517302,-5.826024726916609,0.9994529172875215,8.742976490459316,-2.7353904447616446
knapPI_14_5000_1000_58,data set A,0.954766633326665,0.001,0.7576,0.98417902396887,0.35647129425885177,-0.9988648989623223,-5.529821878997431,0.9994715609038178,8.796261183077355,-4.136489590950473
knapPI_12_5000_1000_3,data set A,0.399593278655731,0.0478260869565217,0.211466436185537,0.988503434351505,0.08681736347269454,5.655400233468201,-5.157061591292602,0.9984225772220151,1.980984869548993,-3.841445395434485
knapPI_13_5000_1000_89,data set A,0.400149629925985,0.0481865284974093,0.9518,0.996146840389097,0.8931786357271454,5.663101434683364,-3.4874919738156205,0.9995364136264933,9.653916994431077,-3.4964598023064757
knapPI_13_10000_1000_37,data set A,0.444949594959496,0.0289617486338798,0.7004,0.994141475605253,0.33643364336433645,7.735308222932929,-1.350742458615932,0.9996570888464095,10.04344129934266,-0.1388383378570435
knapPI_12_10000_1000_2,data set A,0.0987874387438744,0.0455555555555556,0.1121,0.999883358402875,0.10891089108910891,7.732925955344637,-4.14643427454709,0.9987644894842784,5.087407662711211,-2.905801495359725
knapPI_12_10000_1000_52,data set A,0.143490389038904,0.062,0.7229,0.975985743458703,0.7164716471647165,7.733641350205761,-2.9553326729844107,0.9997443285309278,9.283902361057129,-0.862726079632475
knapPI_13_10000_1000_67,data set A,0.440488408840884,0.0329896907216495,0.8643,0.994893676648675,0.46954695469546953,7.740884372886882,2.2284591523702098,0.9997014255190659,10.155987393151928,0.18559061339540409
knapPI_14_10000_1000_83,data set A,0.952946374637464,0.001,0.9068,0.983391237625571,0.5821582158215821,-0.1926906571359795,-6.384051738591579,0.9997789217468201,11.158356454326768,-2.674559260022124
knapPI_13_10000_1000_87,data set A,0.374649844984498,0.0532786885245902,0.9409,0.992809988978708,0.8817881788178817,7.7327183882386175,-2.5724863120947528,0.9997663880485033,11.033856045892321,-0.1463580361536017
knapPI_12_2000_1000_64,data set A,0.375604302151076,0.0546052631578947,0.821,0.975699569369185,0.4847423711855928,2.905947117117103,-2.3829732068828395,0.9987859285439237,6.363631593943635,-3.8077628419525227
knapPI_15_2000_1000_82,data set A,0.616667333666833,0.001,0.901,0.999991792094638,0.6653326663331666,-2.2500688215664457,-6.238670444068358,0.9989037136086995,6.499240538164008,-1.7813915083278309
knapPI_11_5000_1000_84,data set A,0.458686377275455,0.0225806451612903,0.8854041013269,1.0,0.633126625325065,5.660584014110393,-4.997399988784212,0.999405181631762,6.632317490312416,-3.3489339068433086
knapPI_12_2000_1000_12,data set A,0.226873936968484,0.0903225806451613,0.311,0.99731893647073,0.23411705852926462,2.9048882765591917,-2.619311292740701,0.9971463383352571,2.378284051458724,-3.895216470486537
knapPI_6_50_10000000_29,data set A,0.0,5.23713832709718e-05,0.54,1.0,0.5102040816326531,-4.4068844105967875,3.3228225466824846,0.9380321790671569,5.904340387788216,0.979901077587551
knapPI_3_100_1000000_73,data set A,1.0,0.0402950576933495,0.85,1.0,0.47474747474747475,-4.828541155700173,-4.169705020157273,0.9785657519119454,7.4730530226698315,-2.532416013010282
knapPI_3_100_1000000_35,data set A,1.0,0.00781027559819588,0.58,1.0,0.1919191919191919,-4.1185537232259035,-5.118093294223781,0.9658960227847815,6.4535327713023385,-1.315356363447108
knapPI_16_5000_1000_48,data set A,0.999000360072014,0.001,0.6872,0.926930108260868,0.27745549109821965,-0.9757465822148684,-5.497045979879129,0.999423226941526,8.594627977356,-4.137339422938176
knapPI_6_100_1000000_84,data set A,0.0,0.00670515048815217,0.92,1.0,0.9090909090909091,-3.9290583900319604,-4.369747319418084,0.9799346193790096,7.492583727506539,-3.6460302487393146
knapPI_16_5000_1000_97,data set A,0.998994918983797,0.001,0.9802,0.928698804135648,0.7969593918783757,-0.9949752207434285,-4.99701120186546,0.999592584706334,9.248573029182417,-3.344564704888733
knapPI_12_5000_1000_43,data set A,0.132986597319464,0.0558333333333333,0.6638,0.986479004372738,0.6479295859171834,5.666495350454604,-3.320701982046806,0.9994502448784649,8.143162006372494,-2.1751767828562554
knapPI_3_100_1000000_57,data set A,1.0,0.00135368017198745,0.75,1.0,0.3333333333333333,-4.164755179113749,-4.647845044279572,0.9749880324765734,7.149029257840308,-3.315931773799806
knapPI_13_10000_1000_61,data set A,0.272161096109611,0.0989010989010989,0.765,0.999998591169597,0.7117711771177118,7.738051645189737,2.96592551850078,0.9997584777625247,10.825077489549447,4.382513014523848
knapPI_13_5000_1000_10,data set A,0.368820564112823,0.0591549295774648,0.2964,0.995684343498232,0.1836367273454691,5.653162880189878,-4.409713465186371,0.9989202365134631,5.426665488751522,-2.760681340553807
knapPI_16_10000_1000_28,data set A,0.998996719671967,0.001,0.566015329806758,0.932555096147341,0.1495149514951495,0.0578331647571277,-4.828819765682525,0.9996254605675903,9.878507052956582,-2.563267651338294
knapPI_6_50_100000_36,data set A,0.0,0.0113052518951438,0.6,1.0,0.5714285714285714,-4.497686515546201,-4.111598190852087,0.9391131331231165,0.6795334961940848,-4.323868482078268
knapPI_15_10000_1000_52,data set A,0.607892629262926,0.001,0.7181,0.999992099734387,0.44294429442944294,0.06018788665373183,-5.2553820060487215,0.9997205478964262,10.678890408315034,-2.64065604277355
knapPI_6_100_1000000_46,data set A,0.0,0.0015244948282194,0.67,1.0,0.6565656565656566,-4.212823380666614,-5.258042158972103,0.9729282898742696,6.850418199221596,-2.776637916307582
knapPI_14_10000_1000_42,data set A,0.952594259425943,0.001,0.6427,0.983401195403008,0.24412441244124414,0.056912871448584326,-5.70510130134053,0.9996932896675097,10.409228597529994,-2.670766089184102
knapPI_13_5000_1000_67,data set A,0.443446289257852,0.0329896907216495,0.8638,0.995020971410447,0.4624924984996999,5.654688007214033,1.0793932823401502,0.9993544490165729,8.153730658884363,-1.2810778787624686
knapPI_13_10000_1000_9,data set A,0.445261266126613,0.03,0.462054208273894,0.930960451190517,0.15371537153715373,7.740376671358381,-2.7556737593873204,0.999444617379445,4.191272410738741,-0.9232587013674836
knapPI_13_10000_1000_4,data set A,0.287420062006201,0.0869565217391304,0.215303430079156,0.999520715094625,0.11931193119311931,7.7307222259019355,-1.7012567568686279,0.9990244182376402,4.964662769498461,-1.5921257118169292
knapPI_4_100_1000000_56,data set A,0.0,0.0977209695144101,0.72463768115942,1.0,0.7070707070707071,-3.8354010306398414,-4.111924238812873,0.9754681075270903,7.403235405166622,-2.830676642867514
knapPI_11_1000_1000_39,data set A,0.209681681681682,0.0870967741935484,0.607,0.99986150568968,0.44644644644644643,0.8531745094213702,-2.27409222415836,0.9969479916164301,2.066032834556916,-3.7588075270321055
knapPI_12_10000_1000_63,data set A,0.0165720572057206,0.0137931034482759,0.87,0.989528585849367,0.8698869886988699,7.7319421251756095,0.2670468911179314,0.9996040562816951,7.912747450967237,1.5362448530962423
knapPI_11_5000_1000_12,data set A,0.221845409081816,0.0903225806451613,0.487179487179487,0.997227964282335,0.23804760952190437,5.660072595397268,-1.407339969761795,0.998852974533457,5.042098192309033,-3.301571790266127
knapPI_11_10000_1000_16,data set A,0.27945796579658,0.0898809523809524,0.529048916941615,0.974455503883644,0.2635263526352635,7.747252400138509,-2.8758582525849326,0.9995184423655891,9.799204088299959,-1.1309419876340074
knapPI_13_2000_1000_52,data set A,0.405015007503752,0.0475806451612903,0.753,0.991135506027823,0.4222111055527764,2.906380892859544,-5.207486157746911,0.9987510199682847,5.684219815154124,-4.477785701128637
knapPI_13_10000_1000_56,data set A,0.346868246824682,0.0636363636363636,0.701673738802452,0.9977660082474,0.47264726472647267,7.730742239543067,-0.5854784898788155,0.9997596272757087,7.52561107271906,-1.425271112313978
knapPI_6_100_1000000_27,data set A,0.0,0.00129701036104799,0.51,1.0,0.494949494949495,-3.445997955356372,-3.8723341722358873,0.9592902117238168,5.975943377916751,-2.9105773419831404
knapPI_15_10000_1000_90,data set A,0.616825322532253,0.001,0.9438,0.999992040655216,0.7464746474647465,0.17587749297540806,-6.231368905079791,0.9997890461781045,11.219630459663664,2.5997689537943347
knapPI_15_10000_1000_69,data set A,0.615907790779078,0.001,0.8264,0.999991964748833,0.5604560456045604,-0.016546285355304138,-5.549461660312949,0.9997585144815391,10.987364383684023,0.47594752381852923
knapPI_13_10000_1000_72,data set A,0.458022722272227,0.0235897435897436,0.8981,0.994060921443824,0.46454645464546457,7.738108951645984,-3.5655399235358196,0.999675641312124,10.92979381779759,-0.15068607716082813
knapPI_3_200_1000000_4,data set A,1.0,0.00222258268944596,0.333333333333333,1.0,0.01507537688442211,-3.9998495445239337,-4.764501270858317,0.9550270936709255,4.357044850694975,-2.1197061163929707
knapPI_13_5000_1000_76,data set A,0.280706941388278,0.0879310344827586,0.811862587224906,0.999696781472701,0.8361672334466893,5.653090573418021,-3.9370441707574875,0.9995469790727518,8.253186785464896,-1.74955368346553
knapPI_6_50_10000000_33,data set A,0.0,0.00797355515191374,0.64,1.0,0.6122448979591837,-3.669882676036996,4.913505949613173,0.9437413765359098,6.010920529455938,-0.8908025700814715
knapPI_3_100_1000000_28,data set A,1.0,0.0107337335765072,0.5,1.0,0.1414141414141414,-4.360408038703282,-5.863713422656456,0.9683829360852289,6.071413378077153,-1.076244833923807
knapPI_11_10000_1000_15,data set A,0.188931433143314,0.0781725888324873,0.510275900900901,0.996474585708008,0.28032803280328034,7.729054227589022,-1.1437929307407708,0.999461669315151,9.985307996608954,-1.3025475559062523
knapPI_4_500_1000000_6,data set A,0.0,0.09269317949914,0.11231884057971,1.0,0.18036072144288579,-3.549743501258845,-5.815176023491199,0.984979025595727,9.019610170774685,-3.088722703247768
